,DAY,FLAG_TSUNAMI,I_D,LATITUDE,LONGITUDE,MONTH,REGION_CODE,TYPE,YEAR,REL_EQ,ANOMALY?
13612,11.0,tsu,5145,42.284,143.319,8.0,30.0,tsu,1969.0,13609,3
13613,11.0,tsu,5128,52.83,173.2,8.0,150.0,tsu,1969.0,13609,3
13614,11.0,tsu,5129,-14.2766,-170.68900000000002,8.0,170.0,tsu,1969.0,13609,3
13615,11.0,tsu,5130,-2.23,-80.9,8.0,100.0,tsu,1969.0,13609,3
13616,11.0,tsu,5131,21.433000000000003,-157.79,8.0,150.0,tsu,1969.0,13609,3
13617,11.0,tsu,14051,36.933,140.9,8.0,30.0,tsu,1969.0,13609,3
13618,11.0,tsu,5150,34.9189,139.825,8.0,30.0,tsu,1969.0,13609,3
13619,11.0,tsu,10506,43.743,146.69,8.0,90.0,tsu,1969.0,13609,3
13620,11.0,tsu,5163,8.732999999999999,167.733,8.0,170.0,tsu,1969.0,13609,3
13621,11.0,tsu,5164,19.29,166.6183,8.0,150.0,tsu,1969.0,13609,3
13622,11.0,tsu,5165,-12.08,-77.17,8.0,100.0,tsu,1969.0,13609,3
13623,11.0,tsu,14061,42.117,142.933,8.0,30.0,tsu,1969.0,13609,3
13624,11.0,tsu,14082,38.9,141.6,8.0,30.0,tsu,1969.0,13609,3
13625,11.0,tsu,11343,49.153,-125.913,8.0,100.0,tsu,1969.0,13609,3
13626,11.0,tsu,10507,43.785,146.8,8.0,90.0,tsu,1969.0,13609,3
13627,11.0,tsu,10508,43.867,146.817,8.0,90.0,tsu,1969.0,13609,3
13628,11.0,tsu,14047,40.516999999999996,141.517,8.0,30.0,tsu,1969.0,13609,3
13629,11.0,tsu,10509,43.833,146.73,8.0,90.0,tsu,1969.0,13609,3
13630,11.0,tsu,14045,40.833,140.767,8.0,30.0,tsu,1969.0,13609,3
13631,11.0,tsu,14046,40.533,141.533,8.0,30.0,tsu,1969.0,13609,3
13632,11.0,tsu,14088,33.467,135.783,8.0,30.0,tsu,1969.0,13609,3
13633,11.0,tsu,14089,33.55,135.9,8.0,30.0,tsu,1969.0,13609,3
13634,11.0,tsu,14048,34.067,139.483,8.0,30.0,tsu,1969.0,13609,3
13635,11.0,tsu,14049,35.75,140.86700000000002,8.0,30.0,tsu,1969.0,13609,3
13636,11.0,tsu,14050,34.9189,139.825,8.0,30.0,tsu,1969.0,13609,3
13637,11.0,tsu,14052,37.817,140.95,8.0,30.0,tsu,1969.0,13609,3
13638,11.0,tsu,14053,44.016999999999996,144.283,8.0,30.0,tsu,1969.0,13609,3
13639,11.0,tsu,14054,41.7187,140.7247,8.0,30.0,tsu,1969.0,13609,3
13640,11.0,tsu,14055,43.2781,145.5678,8.0,30.0,tsu,1969.0,13609,3
13641,11.0,tsu,14056,42.9756,144.3714,8.0,30.0,tsu,1969.0,13609,3
13642,11.0,tsu,14057,44.35,143.36700000000002,8.0,30.0,tsu,1969.0,13609,3
13643,11.0,tsu,14058,42.1,140.6,8.0,30.0,tsu,1969.0,13609,3
13644,11.0,tsu,14059,42.35,140.95,8.0,30.0,tsu,1969.0,13609,3
13645,11.0,tsu,14060,43.35,145.583,8.0,30.0,tsu,1969.0,13609,3
13646,11.0,tsu,14062,42.033,143.3,8.0,30.0,tsu,1969.0,13609,3
13647,11.0,tsu,14063,42.3,143.333,8.0,30.0,tsu,1969.0,13609,3
13648,11.0,tsu,14064,42.3,143.333,8.0,30.0,tsu,1969.0,13609,3
13649,11.0,tsu,14065,42.633,141.61700000000002,8.0,30.0,tsu,1969.0,13609,3
13650,11.0,tsu,14066,42.167,142.767,8.0,30.0,tsu,1969.0,13609,3
13651,11.0,tsu,14067,45.4,141.683,8.0,30.0,tsu,1969.0,13609,3
13652,11.0,tsu,14068,36.5,140.63299999999998,8.0,30.0,tsu,1969.0,13609,3
13653,11.0,tsu,14069,39.266999999999996,141.88299999999998,8.0,30.0,tsu,1969.0,13609,3
13654,11.0,tsu,14070,39.65,141.983,8.0,30.0,tsu,1969.0,13609,3
13655,11.0,tsu,14071,39.016999999999996,141.75,8.0,30.0,tsu,1969.0,13609,3
13656,11.0,tsu,14072,39.067,141.733,8.0,30.0,tsu,1969.0,13609,3
13657,11.0,tsu,14073,39.9,141.933,8.0,30.0,tsu,1969.0,13609,3
13658,11.0,tsu,14074,34.217,139.13299999999998,8.0,30.0,tsu,1969.0,13609,3
13659,11.0,tsu,14075,28.383000000000003,129.5,8.0,30.0,tsu,1969.0,13609,3
13660,11.0,tsu,14076,30.733,131.0,8.0,30.0,tsu,1969.0,13609,3
13661,11.0,tsu,14077,33.266999999999996,134.167,8.0,30.0,tsu,1969.0,13609,3
13662,11.0,tsu,14078,32.7792,132.9589,8.0,30.0,tsu,1969.0,13609,3
13663,11.0,tsu,14079,33.55,133.55,8.0,30.0,tsu,1969.0,13609,3
13664,11.0,tsu,14080,34.083,136.2,8.0,30.0,tsu,1969.0,13609,3
13665,11.0,tsu,14081,38.3,141.5,8.0,30.0,tsu,1969.0,13609,3
13666,11.0,tsu,14083,38.433,141.45,8.0,30.0,tsu,1969.0,13609,3
13667,11.0,tsu,14084,31.583000000000002,131.417,8.0,30.0,tsu,1969.0,13609,3
13668,11.0,tsu,14085,32.8,131.933,8.0,30.0,tsu,1969.0,13609,3
13669,11.0,tsu,14086,34.617,138.88299999999998,8.0,30.0,tsu,1969.0,13609,3
13670,11.0,tsu,14087,34.6083,138.2222,8.0,30.0,tsu,1969.0,13609,3
13671,11.0,tsu,5133,19.7303,-155.0553,8.0,150.0,tsu,1969.0,13609,3
13672,11.0,tsu,5134,21.3067,-157.86700000000002,8.0,150.0,tsu,1969.0,13609,3
13673,11.0,tsu,5136,20.895,-156.477,8.0,150.0,tsu,1969.0,13609,3
13674,14.0,,8089,  39.700,   74.800,9.0,40.0,eq,1969.0,13674,0
13675,29.0,,4495, -32.900,   19.700,9.0,10.0,eq,1969.0,13675,0
13676,1.0,,4497, -11.700,  -75.100,10.0,160.0,eq,1969.0,13676,0
13677,2.0,,4502,  38.467, -122.692,10.0,150.0,eq,1969.0,13677,0
13678,5.0,,4504, -33.100,   19.600,10.0,10.0,eq,1969.0,13678,0
13679,26.0,,4506,  44.900,   17.300,10.0,130.0,eq,1969.0,13679,0
13680,27.0,,4507,  44.900,   17.200,10.0,130.0,eq,1969.0,13680,0
13681,21.0,,4508,   2.100,   94.600,11.0,170.0,eq,1969.0,13681,0
13682,22.0,Tsu,4509,  57.700,  163.600,11.0,50.0,eq,1969.0,13682,0
13683,22.0,tsu,31414,56.37,162.45,11.0,90.0,tsu,1969.0,13682,3
13684,22.0,tsu,5172,53.883,-166.533,11.0,150.0,tsu,1969.0,13682,3
13685,22.0,tsu,5180,19.29,166.6183,11.0,150.0,tsu,1969.0,13682,3
13686,22.0,tsu,5179,21.927,-159.36,11.0,150.0,tsu,1969.0,13682,3
13687,22.0,tsu,5169,51.863,-176.632,11.0,150.0,tsu,1969.0,13682,3
13688,22.0,tsu,5170,52.83,173.2,11.0,150.0,tsu,1969.0,13682,3
13689,22.0,tsu,5171,52.731,174.10299999999998,11.0,150.0,tsu,1969.0,13682,3
13690,22.0,tsu,7649,57.0,162.8,11.0,90.0,tsu,1969.0,13682,3
13691,22.0,tsu,5173,-14.2766,-170.68900000000002,11.0,170.0,tsu,1969.0,13682,3
13692,22.0,tsu,5175,19.7303,-155.0553,11.0,150.0,tsu,1969.0,13682,3
13693,22.0,tsu,5176,21.3067,-157.86700000000002,11.0,150.0,tsu,1969.0,13682,3
13694,22.0,tsu,5177,20.895,-156.477,11.0,150.0,tsu,1969.0,13682,3
13695,22.0,tsu,5178,28.215,-177.361,11.0,150.0,tsu,1969.0,13682,3
13696,17.0,,4510,   -.800,  -78.300,12.0,160.0,eq,1969.0,13696,0
13697,25.0,Tsu,4511,  15.800,  -59.700,12.0,90.0,eq,1969.0,13697,0
13698,25.0,tsu,5168,15.5,-61.3,12.0,90.0,tsu,1969.0,13697,0
13699,25.0,tsu,5167,13.167,-59.533,12.0,90.0,tsu,1969.0,13697,0
13700,25.0,tsu,5166,17.05,-61.8,12.0,90.0,tsu,1969.0,13697,0
13701,4.0,,4513,  24.100,  102.500,1.0,30.0,eq,1970.0,13701,0
13702,10.0,Tsu,4514,   6.800,  126.700,1.0,170.0,eq,1970.0,13702,0
13703,10.0,tsu,5181,7.332999999999999,134.463,1.0,170.0,tsu,1970.0,13702,0
13704,5.0,,4515,  12.600,  122.100,2.0,170.0,eq,1970.0,13704,0
13705,14.0,,4519,  -9.900,  -75.600,2.0,160.0,eq,1970.0,13705,0
13706,11.0,Tsu,7654,  57.500, -153.900,3.0,150.0,eq,1970.0,13706,0
13707,11.0,tsu,11348,49.153,-125.913,3.0,100.0,tsu,1970.0,13706,3
13708,14.0,,4520,  38.600,   44.700,3.0,140.0,eq,1970.0,13708,0
13709,23.0,,4522,  21.700,   73.000,3.0,60.0,eq,1970.0,13709,0
13710,28.0,,4523,  39.200,   29.500,3.0,140.0,eq,1970.0,13710,0
13711,7.0,Tsu,4526,  15.780,  121.710,4.0,170.0,eq,1970.0,13711,0
13712,7.0,tsu,5182,15.388,121.39299999999999,4.0,30.0,tsu,1970.0,13711,3
13713,23.0,,4528,  39.100,   28.700,4.0,140.0,eq,1970.0,13713,0
13714,14.0,,7504,  43.000,   47.000,5.0,40.0,eq,1970.0,13714,0
13715,14.0,Tsu,4530,  43.000,   47.100,5.0,40.0,eq,1970.0,13715,2
13716,31.0,Tsu,4531,  -9.200,  -78.800,5.0,160.0,eq,1970.0,13716,0
13717,31.0,tsu,5186,-9.083,-78.616,5.0,100.0,tsu,1970.0,13716,3
13718,31.0,tsu,11086,31.583000000000002,131.417,5.0,30.0,tsu,1970.0,13716,3
13719,31.0,tsu,14091,32.7792,132.9589,5.0,30.0,tsu,1970.0,13716,3
13720,31.0,tsu,11084,33.467,135.783,5.0,30.0,tsu,1970.0,13716,3
13721,31.0,tsu,11083,34.9189,139.825,5.0,30.0,tsu,1970.0,13716,3
13722,31.0,tsu,11082,34.6083,138.2222,5.0,30.0,tsu,1970.0,13716,3
13723,31.0,tsu,11081,36.933,140.9,5.0,30.0,tsu,1970.0,13716,3
13724,31.0,tsu,11080,35.3,139.48,5.0,30.0,tsu,1970.0,13716,3
13725,31.0,tsu,11079,40.533,141.533,5.0,30.0,tsu,1970.0,13716,3
13726,31.0,tsu,11078,43.2781,145.5678,5.0,30.0,tsu,1970.0,13716,3
13727,31.0,tsu,14092,38.3,141.5,5.0,30.0,tsu,1970.0,13716,3
13728,31.0,tsu,5187,-12.08,-77.17,5.0,100.0,tsu,1970.0,13716,3
13729,31.0,tsu,5184,42.284,143.319,5.0,30.0,tsu,1970.0,13716,3
13730,31.0,tsu,14090,42.3,143.333,5.0,30.0,tsu,1970.0,13716,3
13731,31.0,tsu,11085,33.266999999999996,134.167,5.0,30.0,tsu,1970.0,13716,3
13732,5.0,,4537,  42.500,   78.800,6.0,40.0,eq,1970.0,13732,0
13733,11.0,,4538, -59.100,  157.800,6.0,170.0,eq,1970.0,13733,0
13734,14.0,Tsu,6427, -52.000,  -73.800,6.0,160.0,eq,1970.0,13734,2
13735,19.0,Tsu,6428, -22.280,  -70.550,6.0,160.0,eq,1970.0,13735,2
13736,24.0,,4539,  51.800, -131.000,6.0,150.0,eq,1970.0,13736,0
13737,2.0,,4549,  38.800,   36.700,7.0,140.0,eq,1970.0,13737,0
13738,25.0,Tsu,6430,  32.200,  131.700,7.0,30.0,eq,1970.0,13738,0
13739,25.0,tsu,14095,33.383,132.11700000000002,7.0,30.0,tsu,1970.0,13738,0
13740,25.0,tsu,14096,32.283,132.55,7.0,30.0,tsu,1970.0,13738,0
13741,25.0,tsu,14097,33.233000000000004,132.55,7.0,30.0,tsu,1970.0,13738,0
13742,25.0,tsu,14098,33.45,132.417,7.0,30.0,tsu,1970.0,13738,0
13743,25.0,tsu,14101,28.383000000000003,129.5,7.0,30.0,tsu,1970.0,13738,0
13744,25.0,tsu,14102,31.017,130.683,7.0,30.0,tsu,1970.0,13738,0
13745,25.0,tsu,14103,33.266999999999996,134.167,7.0,30.0,tsu,1970.0,13738,0
13746,25.0,tsu,14105,32.933,133.0,7.0,30.0,tsu,1970.0,13738,0
13747,25.0,tsu,14106,32.933,132.733,7.0,30.0,tsu,1970.0,13738,0
13748,25.0,tsu,14107,32.7792,132.9589,7.0,30.0,tsu,1970.0,13738,0
13749,25.0,tsu,14099,34.217,139.13299999999998,7.0,30.0,tsu,1970.0,13738,0
13750,25.0,tsu,5205,31.017,130.683,7.0,30.0,tsu,1970.0,13738,0
13751,25.0,tsu,14093,34.9189,139.825,7.0,30.0,tsu,1970.0,13738,0
13752,25.0,tsu,14118,33.266999999999996,131.683,7.0,30.0,tsu,1970.0,13738,0
13753,25.0,tsu,14100,31.267,130.3,7.0,30.0,tsu,1970.0,13738,0
13754,25.0,tsu,14117,32.8,131.933,7.0,30.0,tsu,1970.0,13738,0
13755,25.0,tsu,14121,34.617,138.88299999999998,7.0,30.0,tsu,1970.0,13738,0
13756,25.0,tsu,14120,32.967,131.9,7.0,30.0,tsu,1970.0,13738,0
13757,25.0,tsu,14119,33.25,131.88299999999998,7.0,30.0,tsu,1970.0,13738,0
13758,25.0,tsu,14116,32.6,131.717,7.0,30.0,tsu,1970.0,13738,0
13759,25.0,tsu,14115,32.683,131.833,7.0,30.0,tsu,1970.0,13738,0
13760,25.0,tsu,14114,32.433,131.667,7.0,30.0,tsu,1970.0,13738,0
13761,25.0,tsu,14113,31.483,131.2,7.0,30.0,tsu,1970.0,13738,0
13762,25.0,tsu,14112,31.583000000000002,131.417,7.0,30.0,tsu,1970.0,13738,0
13763,25.0,tsu,14111,34.083,136.2,7.0,30.0,tsu,1970.0,13738,0
13764,25.0,tsu,14110,33.55,133.55,7.0,30.0,tsu,1970.0,13738,0
13765,25.0,tsu,14109,33.55,134.3,7.0,30.0,tsu,1970.0,13738,0
13766,25.0,tsu,14108,33.033,133.033,7.0,30.0,tsu,1970.0,13738,0
13767,25.0,tsu,14124,33.55,135.9,7.0,30.0,tsu,1970.0,13738,0
13768,25.0,tsu,14122,34.6083,138.2222,7.0,30.0,tsu,1970.0,13738,0
13769,25.0,tsu,14123,33.467,135.783,7.0,30.0,tsu,1970.0,13738,0
13770,25.0,tsu,5213,33.51,133.44,7.0,30.0,tsu,1970.0,13738,0
13771,25.0,tsu,5195,31.42,130.18,7.0,30.0,tsu,1970.0,13738,0
13772,25.0,tsu,5194,33.55,134.3,7.0,30.0,tsu,1970.0,13738,0
13773,25.0,tsu,5189,33.5,132.65,7.0,30.0,tsu,1970.0,13738,0
13774,30.0,,4543,  37.800,   55.900,7.0,140.0,eq,1970.0,13774,0
13775,31.0,,4544,  -1.500,  -72.600,7.0,160.0,eq,1970.0,13775,0
13776,11.0,,9962, -14.095,  166.570,8.0,170.0,eq,1970.0,13776,0
13777,7.0,,4548,  44.000,   16.000,9.0,130.0,eq,1970.0,13777,0
13778,26.0,,4546,   6.200,  -77.600,9.0,160.0,eq,1970.0,13778,0
13779,28.0,Tsu,6328, -44.640,  173.620,9.0,170.0,eq,1970.0,13779,2
13780,30.0,Tsu,4547,  20.600,  122.000,9.0,170.0,eq,1970.0,13780,0
13781,30.0,tsu,5218,14.41,120.58,9.0,30.0,tsu,1970.0,13780,3
13782,31.0,Tsu,4550,  -4.907,  145.471,10.0,170.0,eq,1970.0,13782,0
13783,31.0,tsu,5219,-4.754,145.967,10.0,170.0,tsu,1970.0,13782,0
13784,31.0,tsu,5220,-5.2170000000000005,145.8,10.0,170.0,tsu,1970.0,13782,0
13785,31.0,tsu,16183,-5.582999999999999,146.333,10.0,170.0,tsu,1970.0,13782,0
13786,28.0,Tsu,6432, -20.940,  -69.810,11.0,160.0,eq,1970.0,13786,2
13787,4.0,Tsu,6555,  43.840,   39.340,12.0,40.0,eq,1970.0,13787,0
13788,4.0,tsu,16342,43.6,39.73,12.0,110.0,tsu,1970.0,13787,3
13789,10.0,,4551,  -4.000,  -80.700,12.0,160.0,eq,1970.0,13789,0
13790,10.0,,4554,  -3.100,  139.700,1.0,170.0,eq,1971.0,13790,0
13791,4.0,,4555,    .600,   98.800,2.0,170.0,eq,1971.0,13791,0
13792,6.0,,4556,  42.500,   11.800,2.0,130.0,eq,1971.0,13792,0
13793,9.0,,4558,  34.412, -118.400,2.0,150.0,eq,1971.0,13793,0
13794,14.0,,4559,  36.600,   55.600,2.0,140.0,eq,1971.0,13794,0
13795,6.0,,4560,  29.800,   51.900,4.0,140.0,eq,1971.0,13795,0
13796,12.0,,4561,  28.300,   55.600,4.0,140.0,eq,1971.0,13796,0
13797,2.0,Tsu,6433,  51.400, -177.200,5.0,150.0,eq,1971.0,13797,0
13798,2.0,tsu,5222,51.863,-176.632,5.0,150.0,tsu,1971.0,13797,0
13799,12.0,,4562,  37.600,   29.800,5.0,140.0,eq,1971.0,13799,0
13800,22.0,,6800,  38.800,   40.500,5.0,140.0,eq,1971.0,13800,0
13801,11.0,,4567,  18.000,  -69.800,6.0,90.0,eq,1971.0,13801,0
13802,16.0,,4568,  -7.200,  109.100,6.0,170.0,eq,1971.0,13802,0
13803,17.0,,4570, -25.500,  -69.200,6.0,160.0,eq,1971.0,13803,0
13804,9.0,Tsu,4572, -32.500,  -71.200,7.0,160.0,eq,1971.0,13804,0
13805,9.0,tsu,5223,-33.033,-71.633,7.0,100.0,tsu,1971.0,13804,3
13806,14.0,Tsu,4574,  -5.500,  153.900,7.0,170.0,eq,1971.0,13806,0
13807,14.0,tsu,18966,-5.52,151.52,7.0,170.0,tsu,1971.0,13806,0
13808,14.0,tsu,5241,-5.4670000000000005,154.6316,7.0,170.0,tsu,1971.0,13806,0
13809,14.0,tsu,18967,-4.8,152.8333,7.0,170.0,tsu,1971.0,13806,0
13810,14.0,tsu,5230,21.927,-159.36,7.0,150.0,tsu,1971.0,13806,3
13811,14.0,tsu,5234,8.732999999999999,167.733,7.0,170.0,tsu,1971.0,13806,0
13812,14.0,tsu,5237,-4.22,152.18,7.0,170.0,tsu,1971.0,13806,0
13813,14.0,tsu,5224,52.83,173.2,7.0,150.0,tsu,1971.0,13806,3
13814,14.0,tsu,5225,-14.2766,-170.68900000000002,7.0,170.0,tsu,1971.0,13806,0
13815,14.0,tsu,5226,19.7303,-155.0553,7.0,150.0,tsu,1971.0,13806,3
13816,14.0,tsu,5227,21.3067,-157.86700000000002,7.0,150.0,tsu,1971.0,13806,3
13817,14.0,tsu,5228,20.895,-156.477,7.0,150.0,tsu,1971.0,13806,3
13818,14.0,tsu,5229,28.215,-177.361,7.0,150.0,tsu,1971.0,13806,3
13819,14.0,tsu,5239,-5.7667,154.7167,7.0,170.0,tsu,1971.0,13806,0
13820,14.0,tsu,5242,7.3666,151.8833,7.0,170.0,tsu,1971.0,13806,0
13821,14.0,tsu,5243,19.29,166.6183,7.0,150.0,tsu,1971.0,13806,3
13822,14.0,tsu,14125,40.533,141.533,7.0,30.0,tsu,1971.0,13806,3
13823,14.0,tsu,14126,34.9189,139.825,7.0,30.0,tsu,1971.0,13806,3
13824,14.0,tsu,14127,36.933,140.9,7.0,30.0,tsu,1971.0,13806,3
13825,14.0,tsu,14128,43.2781,145.5678,7.0,30.0,tsu,1971.0,13806,3
13826,14.0,tsu,14129,42.9756,144.3714,7.0,30.0,tsu,1971.0,13806,3
13827,14.0,tsu,14130,42.167,142.767,7.0,30.0,tsu,1971.0,13806,3
13828,14.0,tsu,14131,39.65,141.983,7.0,30.0,tsu,1971.0,13806,3
13829,14.0,tsu,14132,28.383000000000003,129.5,7.0,30.0,tsu,1971.0,13806,3
13830,14.0,tsu,14133,32.7792,132.9589,7.0,30.0,tsu,1971.0,13806,3
13831,14.0,tsu,14134,34.083,136.2,7.0,30.0,tsu,1971.0,13806,3
13832,14.0,tsu,14136,31.583000000000002,131.417,7.0,30.0,tsu,1971.0,13806,3
13833,14.0,tsu,14137,34.6083,138.2222,7.0,30.0,tsu,1971.0,13806,3
13834,14.0,tsu,14138,35.016999999999996,138.88299999999998,7.0,30.0,tsu,1971.0,13806,3
13835,14.0,tsu,14139,33.467,135.783,7.0,30.0,tsu,1971.0,13806,3
13836,14.0,tsu,14135,38.3,141.5,7.0,30.0,tsu,1971.0,13806,3
13837,14.0,tsu,18965,-6.183,155.55,7.0,170.0,tsu,1971.0,13806,0
13838,15.0,,4575,  44.800,   10.300,7.0,130.0,eq,1971.0,13838,0
13839,26.0,Tsu,4576,  -4.900,  153.200,7.0,170.0,eq,1971.0,13839,0
13840,26.0,tsu,5246,-10.316667,150.455,7.0,170.0,tsu,1971.0,13839,0
13841,26.0,tsu,5247,-4.766,152.94,7.0,170.0,tsu,1971.0,13839,0
13842,26.0,tsu,5248,-6.2208,155.5692,7.0,170.0,tsu,1971.0,13839,0
13843,26.0,tsu,5250,51.863,-176.632,7.0,150.0,tsu,1971.0,13839,3
13844,26.0,tsu,5251,52.83,173.2,7.0,150.0,tsu,1971.0,13839,3
13845,26.0,tsu,5252,-3.0,151.5,7.0,170.0,tsu,1971.0,13839,0
13846,26.0,tsu,5255,33.75,-118.22,7.0,100.0,tsu,1971.0,13839,3
13847,26.0,tsu,5256,33.719,-118.272,7.0,100.0,tsu,1971.0,13839,3
13848,26.0,tsu,5257,19.7303,-155.0553,7.0,150.0,tsu,1971.0,13839,3
13849,26.0,tsu,31433,-6.183,155.55,7.0,170.0,tsu,1971.0,13839,0
13850,26.0,tsu,11344,49.153,-125.913,7.0,100.0,tsu,1971.0,13839,3
13851,26.0,tsu,5265,-4.2,152.165,7.0,170.0,tsu,1971.0,13839,0
13852,26.0,tsu,5267,-3.33,152.0,7.0,170.0,tsu,1971.0,13839,0
13853,26.0,tsu,5245,-4.7846,152.858,7.0,170.0,tsu,1971.0,13839,0
13854,26.0,tsu,5254,41.7456,-124.184,7.0,100.0,tsu,1971.0,13839,3
13855,26.0,tsu,5258,21.3067,-157.86700000000002,7.0,150.0,tsu,1971.0,13839,3
13856,26.0,tsu,5259,20.895,-156.477,7.0,150.0,tsu,1971.0,13839,3
13857,26.0,tsu,5260,28.215,-177.361,7.0,150.0,tsu,1971.0,13839,3
13858,26.0,tsu,5261,21.927,-159.36,7.0,150.0,tsu,1971.0,13839,3
13859,26.0,tsu,5263,34.083,136.2,7.0,30.0,tsu,1971.0,13839,3
13860,26.0,tsu,5264,8.732999999999999,167.733,7.0,170.0,tsu,1971.0,13839,0
13861,26.0,tsu,5268,-3.142,142.35,7.0,170.0,tsu,1971.0,13839,0
13862,26.0,tsu,5270,7.3666,151.8833,7.0,170.0,tsu,1971.0,13839,0
13863,26.0,tsu,5271,19.29,166.6183,7.0,150.0,tsu,1971.0,13839,3
13864,26.0,tsu,5244,-5.08,152.08,7.0,170.0,tsu,1971.0,13839,0
13865,26.0,tsu,14140,40.533,141.533,7.0,30.0,tsu,1971.0,13839,3
13866,26.0,tsu,14141,36.933,140.9,7.0,30.0,tsu,1971.0,13839,3
13867,26.0,tsu,14142,43.283,145.567,7.0,30.0,tsu,1971.0,13839,3
13868,26.0,tsu,14143,42.9756,144.3714,7.0,30.0,tsu,1971.0,13839,3
13869,26.0,tsu,14144,42.167,142.767,7.0,30.0,tsu,1971.0,13839,3
13870,26.0,tsu,14145,39.65,141.983,7.0,30.0,tsu,1971.0,13839,3
13871,26.0,tsu,14146,28.383000000000003,129.5,7.0,30.0,tsu,1971.0,13839,3
13872,26.0,tsu,14147,32.7792,132.9589,7.0,30.0,tsu,1971.0,13839,3
13873,26.0,tsu,14148,34.083,136.2,7.0,30.0,tsu,1971.0,13839,3
13874,26.0,tsu,14149,38.3,141.5,7.0,30.0,tsu,1971.0,13839,3
13875,26.0,tsu,14150,31.583000000000002,131.417,7.0,30.0,tsu,1971.0,13839,3
13876,26.0,tsu,14151,35.016999999999996,138.88299999999998,7.0,30.0,tsu,1971.0,13839,3
13877,26.0,tsu,14152,33.467,135.783,7.0,30.0,tsu,1971.0,13839,3
13878,27.0,,4578,  -2.700,  -77.400,7.0,160.0,eq,1971.0,13878,0
13879,2.0,Tsu,6434,  41.400,  143.500,8.0,30.0,eq,1971.0,13879,0
13880,2.0,tsu,14159,42.117,142.933,8.0,30.0,tsu,1971.0,13879,0
13881,2.0,tsu,14168,38.4,141.6,8.0,30.0,tsu,1971.0,13879,0
13882,2.0,tsu,14153,40.533,141.533,8.0,30.0,tsu,1971.0,13879,0
13883,2.0,tsu,14154,40.516999999999996,141.517,8.0,30.0,tsu,1971.0,13879,0
13884,2.0,tsu,14155,41.7187,140.7247,8.0,30.0,tsu,1971.0,13879,0
13885,2.0,tsu,14156,43.2781,145.5678,8.0,30.0,tsu,1971.0,13879,0
13886,2.0,tsu,14157,42.9756,144.3714,8.0,30.0,tsu,1971.0,13879,0
13887,2.0,tsu,14158,42.35,140.95,8.0,30.0,tsu,1971.0,13879,0
13888,2.0,tsu,14160,42.033,143.3,8.0,30.0,tsu,1971.0,13879,0
13889,2.0,tsu,14161,42.3,143.333,8.0,30.0,tsu,1971.0,13879,0
13890,2.0,tsu,14162,42.633,141.61700000000002,8.0,30.0,tsu,1971.0,13879,0
13891,2.0,tsu,14163,42.167,142.767,8.0,30.0,tsu,1971.0,13879,0
13892,2.0,tsu,14164,41.783,141.11700000000002,8.0,30.0,tsu,1971.0,13879,0
13893,2.0,tsu,14165,39.65,141.983,8.0,30.0,tsu,1971.0,13879,0
13894,2.0,tsu,14166,39.016999999999996,141.75,8.0,30.0,tsu,1971.0,13879,0
13895,2.0,tsu,14167,38.3,141.5,8.0,30.0,tsu,1971.0,13879,0
13896,2.0,tsu,5273,42.284,143.319,8.0,30.0,tsu,1971.0,13879,0
13897,9.0,,4579,  36.300,   52.700,8.0,140.0,eq,1971.0,13897,0
13898,16.0,,7923,  28.900,  103.700,8.0,30.0,eq,1971.0,13898,0
13899,26.0,,4581,  30.000,   50.700,8.0,140.0,eq,1971.0,13899,0
13900,5.0,Tsu,4582,  46.500,  141.200,9.0,50.0,eq,1971.0,13900,0
13901,5.0,tsu,14175,45.3,141.05,9.0,30.0,tsu,1971.0,13900,3
13902,5.0,tsu,14171,45.433,141.05,9.0,30.0,tsu,1971.0,13900,3
13903,5.0,tsu,14172,43.266999999999996,140.63299999999998,9.0,30.0,tsu,1971.0,13900,3
13904,5.0,tsu,14182,45.4,141.683,9.0,30.0,tsu,1971.0,13900,3
13905,5.0,tsu,14180,45.083,141.183,9.0,30.0,tsu,1971.0,13900,3
13906,5.0,tsu,6798,46.28,141.22,9.0,90.0,tsu,1971.0,13900,3
13907,5.0,tsu,14179,43.95,141.63299999999998,9.0,30.0,tsu,1971.0,13900,3
13908,5.0,tsu,14178,43.167,141.033,9.0,30.0,tsu,1971.0,13900,3
13909,5.0,tsu,5284,45.45,141.0,9.0,30.0,tsu,1971.0,13900,3
13910,5.0,tsu,5285,45.25,141.15,9.0,30.0,tsu,1971.0,13900,3
13911,5.0,tsu,5291,46.67,141.855,9.0,90.0,tsu,1971.0,13900,3
13912,5.0,tsu,14181,44.867,141.733,9.0,30.0,tsu,1971.0,13900,3
13913,5.0,tsu,14177,43.2,140.86700000000002,9.0,30.0,tsu,1971.0,13900,3
13914,5.0,tsu,14176,44.35,143.36700000000002,9.0,30.0,tsu,1971.0,13900,3
13915,5.0,tsu,14169,44.016999999999996,144.283,9.0,30.0,tsu,1971.0,13900,3
13916,5.0,tsu,14170,41.867,140.13299999999998,9.0,30.0,tsu,1971.0,13900,3
13917,5.0,tsu,14173,44.367,141.7,9.0,30.0,tsu,1971.0,13900,3
13918,5.0,tsu,14174,42.983000000000004,140.5,9.0,30.0,tsu,1971.0,13900,3
13919,6.0,Tsu,6435,  46.700,  141.400,9.0,50.0,eq,1971.0,13919,0
