	I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION	COORDS
3932	8337		1966	7.0	12.0	0.0	4.0	 12.0	64.0	4.6		4.6						TURKEY		TURKEY:  BAGICI	  38.900	   41.300	140.0	12.0	1.0			20.0	1.0		3.0					12.0	1.0			20.0	1.0		3.0					('  38.900', '   41.300')
3933	4371	Tsu	1966	7.0	12.0	18.0	53.0		33.0	5.5		5.5					6.0	RUSSIA		RUSSIA:  BLACK SEA	  44.750	   37.000	40.0																									('  44.750', '   37.000')
3934	4372		1966	8.0	15.0	2.0	15.0	    	53.0	5.6						5.6		INDIA		INDIA:  N	  28.700	   78.900	60.0	15.0	1.0						1.0																	('  28.700', '   78.900')
3935	4376		1966	8.0	19.0	12.0	22.0	    	24.0	6.8						6.8	9.0	TURKEY		TURKEY:  VARTO	  39.200	   41.600	140.0	2394.0	4.0					20.0	3.0																	('  39.200', '   41.600')
3936	4377		1966	9.0	1.0	14.0	13.0	 48.0	17.0	5.9		5.9	5.3				8.0	GREECE		GREECE:  SOUTHERN	  37.500	   22.100	130.0	1.0	1.0			25.0	1.0	14.0	3.0	180.0	3.0							25.0	1.0	14.0	3.0	180.0	3.0			('  37.500', '   22.100')
3937	4378		1966	9.0	4.0	22.0	14.0	    	8.0	5.2						5.2		COLOMBIA		COLOMBIA	   4.600	  -73.900	160.0	6.0	1.0						3.0																	('   4.600', '  -73.900')
3938	8085		1966	9.0	19.0	5.0	3.0	 53.0		5.4		5.4					7.0	CHINA		CHINA:  YUNNAN PROVINCE	  24.000	   97.700	30.0								1.0												1.0					('  24.000', '   97.700')
3939	4379		1966	9.0	19.0	18.0	40.0	    	12.0	5.0						5.0		VENEZUELA		VENEZUELA	  10.800	  -69.500	160.0								3.0																	('  10.800', '  -69.500')
3940	8086		1966	9.0	28.0	14.0	0.0	 19.0		6.4		6.4					9.0	CHINA		CHINA:   YUNNAN PROVINCE	  27.500	  100.100	30.0								3.0		3.0										3.0		3.0			('  27.500', '  100.100')
3941	8087		1966	10.0	2.0	2.0	24.0	 57.0		5.2		5.2					7.0	CHINA		CHINA:  JILIN PROVINCE	  43.830	  125.120	30.0								3.0												3.0					('  43.830', '  125.120')
3942	4381	Tsu	1966	10.0	17.0	21.0	41.0	 56.0	38.0	8.1	8.1	7.5					9.0	PERU		PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS	 -10.748	  -78.638	160.0	110.0	3.0			3000.0	4.0	35.0	4.0					110.0	3.0			3000.0	4.0	35.0	4.0					(' -10.748', '  -78.638')
3943	4382		1966	10.0	29.0	2.0	39.0	 29.4	20.0	5.7		5.7						GREECE		GREECE:  CENTRAL	  39.200	   21.200	130.0	1.0	1.0			23.0	1.0		3.0		3.0			1.0	1.0			23.0	1.0		3.0		3.0			('  39.200', '   21.200')
3944	4383	Tsu	1966	12.0	28.0	8.0	18.0	  7.4	47.0	7.8		7.8					8.0	CHILE		CHILE:  TALTAL, CATALINA	 -25.500	  -70.700	160.0	3.0	1.0			6.0	1.0	0.4	1.0		3.0			3.0	1.0			6.0	1.0	0.4	1.0		3.0			(' -25.500', '  -70.700')
3945	4386	Tsu	1966	12.0	31.0	18.0	23.0	 11.1	83.0	7.8	7.8	7.5	7.3					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -11.893	  166.445	170.0																									(' -11.893', '  166.445')
3946	7445	Tsu	1966	12.0	31.0	22.0	15.0	 16.6	23.0	7.2	7.2	7.1						SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -12.334	  166.684	170.0																									(' -12.334', '  166.684')
3947	4387		1967	1.0	4.0	5.0	58.0	    	10.0	6.0						6.0		GREECE		GREECE	  38.400	   22.000	130.0								2.0																	('  38.400', '   22.000')
3948	4388		1967	1.0	5.0	0.0	14.0	    	35.0	7.5						7.5	10.0	MONGOLIA		MONGOLIA	  48.100	  102.800	40.0								1.0																	('  48.100', '  102.800')
3949	8088		1967	1.0	24.0	14.0	45.0	 12.0		5.5		5.5					7.0	CHINA		CHINA:  SICHUAN PROVINCE	  30.200	  104.100	30.0								2.0	417.0	3.0										2.0	417.0	3.0			('  30.200', '  104.100')
3950	4418		1967	2.0	9.0	14.0	4.0	 48.0	33.0	5.6		5.6	5.6					ALBANIA		ALBANIA:  GJIROKASTEV	  40.000	   20.200	130.0								2.0	77.0	2.0										2.0	77.0	2.0			('  40.000', '   20.200')
3951	4391		1967	2.0	9.0	15.0	24.0	    	60.0	6.8						6.8	9.0	COLOMBIA		COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO	   2.900	  -74.900	160.0	98.0	2.0					20.0	3.0																	('   2.900', '  -74.900')
3952	4394		1967	2.0	19.0	22.0	14.0	 35.3	80.0	6.8		6.8					9.0	INDONESIA		INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK	  -9.200	  113.100	170.0	54.0	2.0			300.0	3.0		3.0	2000.0	4.0	5000.0	4.0	54.0	2.0			300.0	3.0		3.0	2000.0	4.0	5000.0	4.0	('  -9.200', '  113.100')
3953	6596	Tsu	1967	3.0	19.0	4.0	1.0	 38.5	38.0	7.0		7.0					8.0	RUSSIA		RUSSIA:  KURIL ISLANDS	  45.530	  151.110	50.0																									('  45.530', '  151.110')
3954	7973		1967	3.0	27.0	8.0	58.0	 20.0	30.0	6.3		6.3					7.0	CHINA		CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG	  38.500	  116.500	30.0								3.0	53886.0	4.0										3.0	53886.0	4.0			('  38.500', '  116.500')
3955	4396	Tsu	1967	4.0	11.0	5.0	9.0	 12.1	33.0	5.5		5.5						INDONESIA		INDONESIA:  MAKASSAR STRAIT	  -3.700	  119.300	170.0	58.0	2.0			100.0	2.0		2.0		2.0			71.0	2.0			100.0	2.0		2.0		2.0			('  -3.700', '  119.300')
3956	4397	Tsu	1967	4.0	12.0	4.0	51.0	 50.2	100.0	6.1		6.1						INDONESIA		INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA	   5.500	   97.300	170.0	14.0	1.0						3.0	2000.0	4.0			14.0	1.0						3.0	2000.0	4.0			('   5.500', '   97.300')
3957	4398		1967	5.0	1.0	7.0	8.0	    	55.0	5.9						5.9		GREECE		GREECE	  39.500	   21.200	130.0	9.0	1.0					5.0	2.0																	('  39.500', '   21.200')
3958	4399		1967	7.0	13.0	2.0	10.0	 20.0	13.0	5.0		5.0						ALGERIA		ALGERIA:  NEAR SIG	  35.500	    -.100	15.0	10.0	1.0			15.0	1.0		1.0	40.0	1.0			10.0	1.0			15.0	1.0		1.0	40.0	1.0			('  35.500', '    -.100')
3959	4403		1967	7.0	22.0	16.0	57.0	    	4.0	7.3						7.3	10.0	TURKEY		TURKEY:  MUDURNU, ADAPAZARI	  40.700	   30.800	140.0	86.0	2.0					3.0	2.0																	('  40.700', '   30.800')
3960	4404		1967	7.0	26.0	18.0	53.0	    	8.0	6.2						6.2		TURKEY		TURKEY:  TUNCELI	  39.500	   40.400	140.0	97.0	2.0						3.0																	('  39.500', '   40.400')
3961	4407		1967	7.0	29.0	10.0	24.0	 24.6	161.0	6.8		6.8						COLOMBIA		COLOMBIA	   6.800	  -73.000	160.0	20.0	1.0						3.0																	('   6.800', '  -73.000')
3962	4410	Tsu	1967	7.0	29.0	23.0	59.0	 58.7	10.0	6.5		6.5					8.0	VENEZUELA		VENEZUELA	  10.600	  -67.300	90.0	300.0	3.0			1536.0	4.0	140.0	4.0					300.0	3.0			1536.0	4.0	140.0	4.0					('  10.600', '  -67.300')
3963	4414		1967	8.0	13.0	22.0	7.0	 47.5	15.0	5.3		5.3				5.9	8.0	FRANCE		FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR	  43.200	    -.500	120.0	1.0	1.0			80.0	2.0		2.0		3.0				1.0			80.0	2.0		2.0		3.0			('  43.200', '    -.500')
3964	4415	Tsu	1967	8.0	13.0	22.0	15.0	 10.0	30.0	6.4		6.4				6.2		PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	  -4.400	  152.500	170.0								3.0																	('  -4.400', '  152.500')
3965	7974		1967	8.0	30.0	4.0	22.0	  3.0	10.0	6.8		6.8					9.0	CHINA		CHINA: SICHUAN PROVINCE	  31.600	  100.300	30.0								4.0		4.0										4.0		4.0			('  31.600', '  100.300')
3966	6420	Tsu	1967	9.0	3.0	21.0	7.0	 30.8	40.0	7.0		7.0						PERU		PERU:  OFF COAST	 -10.600	  -79.800	160.0																									(' -10.600', '  -79.800')
3967	4416		1967	10.0	25.0	0.0	59.0	 22.6	65.0	7.0		7.0	6.5					TAIWAN		TAIWAN:  HUALIEN	  24.500	  122.200	30.0	2.0	1.0						2.0	23.0	1.0			2.0	1.0						2.0	23.0	1.0			('  24.500', '  122.200')
3968	6421	Tsu	1967	11.0	15.0	21.0	32.0	 54.0	35.0	5.9		5.9						CHILE		CHILE:  NORTHERN	 -28.780	  -71.190	160.0																									(' -28.780', '  -71.190')
3969	4417		1967	11.0	30.0	7.0	23.0	    	29.0	6.5						6.5	10.0	ALBANIA		ALBANIA	  41.500	   20.500	130.0	18.0	1.0					20.0	3.0																	('  41.500', '   20.500')
3970	7975		1967	12.0	2.0	20.0	5.0	 48.0	25.0	5.7		5.7					7.0	CHINA		CHINA:  HEBEI PROVINCE:  SHULU	  37.717	  115.217	30.0								2.0		1.0										2.0		1.0			('  37.717', '  115.217')
3971	4421		1967	12.0	10.0	22.0	51.0	    	33.0	6.5						6.5	8.0	INDIA		INDIA	  17.700	   73.900	60.0	180.0	3.0					0.4	1.0																	('  17.700', '   73.900')
3972	7976		1967	12.0	18.0	14.0	7.0	 45.0	30.0	5.4		5.4					6.0	CHINA		CHINA:  SHANXI PROVINCE	  36.467	  111.217	30.0								1.0		1.0										1.0		1.0			('  36.467', '  111.217')
3973	6630	Tsu	1967	12.0	21.0	2.0	25.0	 23.0	33.0	7.5		7.5						CHILE		CHILE:  NORTHERN	 -21.700	  -69.500	160.0	1.0	1.0				3.0		2.0		2.0			1.0	1.0				3.0		2.0		2.0			(' -21.700', '  -69.500')
3974	4423		1968	1.0	4.0	10.0	3.0		5.0	4.6		4.6						NICARAGUA		NICARAGUA:  MANAGUA	  12.100	  -86.200	100.0							2.0	2.0											2.0	2.0					('  12.100', '  -86.200')
3975	4425		1968	1.0	15.0	2.0	1.0	  8.5	33.0	6.0		6.0						ITALY		ITALY:  SICILY	  37.900	   13.100	130.0	216.0	3.0			563.0	3.0	320.0	4.0					216.0	3.0			563.0	3.0	320.0	4.0					('  37.900', '   13.100')
3976	8852		1968	1.0	25.0	9.0	56.0	 48.7	33.0	5.1		5.1						ITALY		ITALY:  SICILY	  37.800	   13.200	130.0	8.0	1.0			55.0	2.0		1.0					8.0	1.0			55.0	2.0		1.0					('  37.800', '   13.200')
3977	6422	Tsu	1968	1.0	29.0	10.0	19.0	  7.2	40.0	7.3	7.3	7.3						RUSSIA		RUSSIA:  S. KURIL ISLANDS	  43.586	  146.701	50.0																									('  43.586', '  146.701')
3978	4427		1968	2.0	12.0	5.0	44.0	    	74.0	7.8						7.8	8.0	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -5.500	  153.200	170.0								1.0																	('  -5.500', '  153.200')
3979	4428	Tsu	1968	2.0	19.0	22.0	45.0	 45.7	15.0	7.2	7.2	7.5	7.1				10.0	GREECE		GREECE:  AEGEAN SEA:  ST EUSTRATIOS	  39.368	   24.957	130.0	20.0	1.0			18.0	1.0	0.6	1.0	500.0	3.0	1951.0	4.0	20.0	1.0			18.0	1.0	0.6	1.0	500.0	3.0	1951.0	4.0	('  39.368', '   24.957')
3980	4429		1968	2.0	21.0	1.0	45.0	    	3.0	6.3						6.3		JAPAN		JAPAN:  KYUSHU	  32.000	  130.600	30.0	3.0	1.0						2.0																	('  32.000', '  130.600')
3981	4430		1968	2.0	25.0					4.9		4.9					8.0	ALGERIA		ALGERIA:  EL ALEN (BABORD)	  36.080	    5.070	15.0	1.0	1.0			4.0	1.0		2.0	100.0	2.0			1.0	1.0			4.0	1.0		2.0	100.0	2.0			('  36.080', '    5.070')
3982	4431		1968	2.0	28.0			    		7.6						7.6		AZORES (PORTUGAL)		AZORES	  37.700	  -29.400	130.0																									('  37.700', '  -29.400')
3983	8187		1968	3.0	20.0	19.0	2.0	 50.3	33.0	4.6		4.6						KENYA		KENYA:  HOMA BAY, USIRI, GOT KOKECH	   -.600	   34.400	10.0	1.0	1.0			1.0	1.0		1.0					1.0	1.0			1.0	1.0		1.0					('   -.600', '   34.400')
3984	4432	Tsu	1968	4.0	1.0	0.0	42.0	  4.2	30.0	7.5		7.5					7.0	JAPAN		JAPAN:  KYUSHU, SHIKOKU	  32.300	  132.500	30.0	1.0	1.0			22.0	1.0		2.0		2.0			1.0	1.0			22.0	1.0		2.0		2.0			('  32.300', '  132.500')
3985	9992	Tsu	1968	4.0	18.0	19.0	38.0	 15.0	7.0	4.6	4.6		4.1				6.0	ITALY		ITALY:  LIGURIA	  44.080	    8.000	130.0																									('  44.080', '    8.000')
3986	4434		1968	4.0	29.0	17.0	1.0	 57.6	34.0	5.3		5.3					7.0	IRAN		IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI	  39.200	   44.300	140.0	38.0	1.0			100.0	2.0	1.0	2.0	1000.0	2.0			38.0	1.0			100.0	2.0	1.0	2.0	1000.0	2.0			('  39.200', '   44.300')
3987	4436		1968	5.0	2.0	10.0	2.0	    									6.0	IRAN		IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA	  39.300	   44.400	140.0								3.0																	('  39.300', '   44.400')
3988	4438	Tsu	1968	5.0	16.0	0.0	48.0	 55.4	7.0	8.2	8.2					7.9	6.0	JAPAN		JAPAN:  OFF EAST COAST OF HONSHU ISLAND	  40.800	  143.200	30.0	52.0	2.0			330.0	3.0		3.0	689.0	3.0			52.0	2.0			330.0	3.0	131.0	4.0	1218.0	4.0			('  40.800', '  143.200')
3989	4439	Tsu	1968	5.0	16.0	10.0	39.0	  1.6	33.0	7.5						7.5		JAPAN		JAPAN:  OFF COAST OF HONSHU ISLAND	  41.500	  142.700	30.0																									('  41.500', '  142.700')
3990	4440		1968	5.0	23.0	17.0	24.0	    	21.0	7.1						7.1		NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  NW COAST	 -41.700	  172.000	170.0	3.0	1.0					3.0	2.0																	(' -41.700', '  172.000')
3991	4441		1968	5.0	28.0	13.0	27.0	 18.7	65.0	7.7		7.7	6.1					INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -2.900	  139.300	170.0																									('  -2.900', '  139.300')
3992	4442		1968	6.0	9.0					5.0						5.0	7.0	ARMENIA		ARMENIA:  ZANGEZUR	  39.100	   46.100	40.0								2.0																	('  39.100', '   46.100')
3993	4443	Tsu	1968	6.0	12.0	13.0	41.0	 50.7	44.0	7.2		7.2	6.0					JAPAN		JAPAN:  SANRIKU	  39.400	  143.100	30.0																									('  39.400', '  143.100')
3994	4445		1968	6.0	19.0	8.0	14.0	    	33.0	7.0						7.0		PERU		PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS	  -5.600	  -77.200	160.0	15.0	1.0					0.1	1.0																	('  -5.600', '  -77.200')
3995	4446		1968	6.0	23.0	9.0	16.0	    	32.0	5.3						5.3		IRAN		IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH	  29.800	   51.200	140.0								3.0																	('  29.800', '   51.200')
3996	4447	Tsu	1968	7.0	25.0	7.0	23.0	  7.8	60.0	7.3		7.3						KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS:  S OF, RAOUL	 -30.800	 -178.400	170.0								1.0																	(' -30.800', ' -178.400')
3997	4448	Tsu	1968	8.0	1.0	20.0	19.0	 21.9	36.0	7.3		7.3						PHILIPPINES		PHILIPPINES:  LUZON:  MANILA	  16.500	  122.200	170.0	270.0	3.0			261.0	3.0	8.0	3.0		1.0		3.0	270.0	3.0			261.0	3.0	8.0	3.0		1.0		3.0	('  16.500', '  122.200')
3998	4451		1968	8.0	2.0	14.0	6.0	    	36.0	7.5						7.5	7.0	MEXICO		MEXICO:  OAXACA, GUERRERO	  16.500	  -97.800	150.0	18.0	1.0					2.4	2.0																	('  16.500', '  -97.800')
3999	6423	Tsu	1968	8.0	5.0	7.0	17.0		10.0									JAPAN		JAPAN:  SEIKAIDO-NANKAIDO	  33.300	  132.200	30.0																									('  33.300', '  132.200')
4000	4452	Tsu	1968	8.0	10.0	2.0	7.0	  4.3	25.0	7.6		7.6						INDONESIA		INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES	   1.400	  126.200	170.0								1.0												1.0					('   1.400', '  126.200')
4001	4454	Tsu	1968	8.0	14.0	22.0	14.0	 19.4	23.0	7.4						7.4	8.0	INDONESIA		INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA	    .200	  119.800	170.0													200.0	3.0			58.0	2.0		3.0	800.0	3.0			('    .200', '  119.800')
4002	4456		1968	8.0	31.0	10.0	47.0	 37.4	13.0	7.3		7.3					10.0	IRAN		IRAN:  DASHT-E-BAYAZ	  34.000	   59.000	140.0	10488.0	4.0			17000.0	4.0	35.0	4.0	12000.0	4.0			10488.0	4.0			17000.0	4.0	35.0	4.0	12000.0	4.0			('  34.000', '   59.000')
4003	4458		1968	9.0	1.0	5.0	39.0	    	24.0	5.0						5.0	8.0	ARMENIA		ARMENIA:  ZANGEZUR	  39.100	   46.200	40.0								3.0																	('  39.100', '   46.200')
4004	4459		1968	9.0	1.0	7.0	27.0		15.0	6.5		6.5	5.9					IRAN		IRAN:  FERDOW	  34.000	   58.200	140.0	700.0	3.0						3.0	1500.0	4.0			700.0	3.0						3.0	1500.0	4.0			('  34.000', '   58.200')
4005	4460	Tsu	1968	9.0	3.0	8.0	19.0	 52.2	38.0	6.6		6.6					8.0	TURKEY		TURKEY:  BARTIN, AMASRA, CAKRAZ	  41.800	   32.300	140.0	24.0	1.0			200.0	3.0		3.0	2000.0	4.0	2000.0	4.0	24.0	1.0			200.0	3.0		3.0	2000.0	4.0			('  41.800', '   32.300')
4006	4462		1968	9.0	4.0	23.0	24.0	    	15.0	5.4						5.4		IRAN		IRAN	  33.900	   58.200	140.0								3.0																	('  33.900', '   58.200')
4007	4463	Tsu	1968	9.0	20.0	6.0		    	107.0	6.2						6.2	9.0	VENEZUELA		VENEZUELA:  CARUPANO	  10.500	  -62.600	90.0	3.0	1.0						2.0																	('  10.500', '  -62.600')
4008	4464		1968	9.0	24.0	4.0	19.0	    	14.0	5.1						5.1		TURKEY		TURKEY	  39.200	   40.100	140.0	2.0	1.0						3.0																	('  39.200', '   40.100')
4009	4465	Tsu	1968	9.0	25.0	10.0	38.0	    	114.0	5.7						5.7		MEXICO		MEXICO-GUATEMALA:  S CHIAPAS	  15.500	  -92.700	150.0	20.0	1.0						2.0																	('  15.500', '  -92.700')
4010	4466		1968	10.0	7.0	19.0	20.0	 20.3	516.0	7.5		7.5	6.8					JAPAN		JAPAN:  BONIN ISLANDS	  26.300	  140.600	30.0																									('  26.300', '  140.600')
4011	4468		1968	10.0	14.0	2.0	58.0	    	5.0	6.9						6.9	9.0	AUSTRALIA		AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK	 -31.600	  117.000	170.0							2.2	2.0																	(' -31.600', '  117.000')
4012	4469		1968	10.0	23.0	21.0	4.0	    	21.0	7.5						7.5		PAPUA NEW GUINEA		PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA	  -3.400	  143.300	170.0								2.0																	('  -3.400', '  143.300')
4013	4470		1968	11.0	3.0	4.0	49.0	    	17.0	5.3						5.3		SERBIA AND MONTENEGRO		BALKANS NW:  MONTENEGRO	  42.100	   19.300	130.0	1.0	1.0					38.6	4.0																	('  42.100', '   19.300')
4014	4471		1969	1.0	3.0	3.0	16.0	    	11.0	5.6						5.6	8.0	IRAN		IRAN:  NE KHURASAN PROVINCE	  37.100	   57.900	140.0	50.0	1.0						2.0																	('  37.100', '   57.900')
4015	4472		1969	1.0	5.0	13.0	26.0	    	47.0	7.5						7.5		SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA ISABEL ISLAND	  -7.900	  158.900	170.0								1.0																	('  -7.900', '  158.900')
4016	4473		1969	1.0	19.0	7.0	2.0	  4.4	204.0	7.6		7.6						JAPAN		JAPAN:  HOKKAIDO	  45.000	  143.200	30.0																									('  45.000', '  143.200')
4017	4474		1969	1.0	30.0	10.0	29.0	 40.4	70.0	7.5		7.5	5.9					INDONESIA		INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN	   4.800	  127.400	170.0																									('   4.800', '  127.400')
4018	7972		1969	2.0	11.0	22.0	8.0	 54.0	10.0	6.3		6.3					7.0	CHINA		CHINA:  XINJIANG PROVINCE:  WUSHI	  41.450	   79.367	40.0	4.0	1.0				1.0		3.0		3.0			4.0	1.0				1.0		3.0		3.0			('  41.450', '   79.367')
4019	4476	Tsu	1969	2.0	23.0	0.0	36.0	 56.6	13.0	7.4		7.4						INDONESIA		INDONESIA:  SULAWESI:  PARASANGA, PALETOANG	  -3.100	  118.900	170.0	64.0	2.0			97.0	2.0		3.0	1287.0	4.0			664.0	3.0			97.0	2.0		3.0	1287.0	4.0			('  -3.100', '  118.900')
4020	4477	Tsu	1969	2.0	28.0	2.0	40.0	 32.5	22.0	7.8	7.8	7.3					7.0	PORTUGAL		PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS	  36.017	  -10.950	130.0	13.0	1.0			80.0	2.0		2.0					113.0	1.0			80.0	2.0		2.0					('  36.017', '  -10.950')
4021	4479		1969	3.0	23.0	21.0	8.0	    	12.0	5.6						5.6	8.0	TURKEY		TURKEY:  DEMIRCI, GORDES, SINDIRGI	  39.200	   28.500	140.0								3.0																	('  39.200', '   28.500')
4022	4482		1969	3.0	28.0	1.0	48.0	    	9.0	6.5						6.5		TURKEY		TURKEY:  ALASEHIR, SARIGOL, KIRAZ	  38.600	   28.400	140.0	53.0	2.0						3.0																	('  38.600', '   28.400')
4023	4483		1969	3.0	29.0	9.0	15.0	 54.0	35.0	6.2		6.2	6.0				9.0	ETHIOPIA		ETHIOPIA:  SARDO	  11.900	   41.210	10.0	40.0	1.0			160.0	3.0	0.32	1.0		3.0			40.0	1.0			160.0	3.0	0.32	1.0		3.0			('  11.900', '   41.210')
4024	4486	Tsu	1969	3.0	31.0	7.0	15.0	 54.4	33.0	7.0		7.0						EGYPT		EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)	  27.700	   34.000	15.0	2.0	1.0			16.0	1.0		3.0	107.0	3.0			2.0	1.0			16.0	1.0		3.0	107.0	3.0			('  27.700', '   34.000')
4025	4487		1969	4.0	3.0	22.0	12.0	    	33.0	5.5						5.5		ALBANIA		ALBANIA:  SOUTHERN	  40.700	   19.800	130.0	1.0	1.0						2.0																	('  40.700', '   19.800')
4026	6425	Tsu	1969	4.0	21.0	7.0	19.0		41.0									JAPAN		JAPAN:  RYUKYU ISLANDS	  32.200	  132.100	30.0																									('  32.200', '  132.100')
4027	4488		1969	4.0	30.0	20.0	20.0	    	9.0	5.1						5.1		TURKEY		TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL	  39.200	   28.600	140.0								2.0																	('  39.200', '   28.600')
4028	4489		1969	7.0	18.0	5.0	24.0	 50.0	6.0	7.4		7.4						CHINA		CHINA:  BOHAI SEA	  38.200	  119.400	30.0								4.0		4.0										4.0		4.0			('  38.200', '  119.400')
4029	4490		1969	7.0	24.0	2.0	59.0	    	1.0	5.9						5.9	11.0	PERU		PERU:  LAMPA-JUNIN,HUAYTAPALLANA	 -11.900	  -75.100	160.0								3.0																	(' -11.900', '  -75.100')
4030	4492		1969	7.0	25.0	22.0	49.0	 43.0	5.0	6.4		6.4					8.0	CHINA		CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY	  22.317	  111.800	30.0	3000.0	4.0						4.0	10762.0	4.0			3000.0	4.0						4.0	10762.0	4.0			('  22.317', '  111.800')
4031	6597	Tsu	1969	8.0	2.0	4.0	30.0	 29.0	17.0	5.4		5.4						PAPUA NEW GUINEA		PAPUA NEW GUINEA:  BISMARCK SEA	  -6.600	  146.900	170.0																									('  -6.600', '  146.900')
4032	4493		1969	8.0	11.0	13.0	55.0		33.0	4.7		4.7	4.6				7.0	ITALY		ITALY:  PERUGIA	  43.200	   12.400	130.0					4.0	1.0		1.0									4.0	1.0		1.0					('  43.200', '   12.400')
4033	4494	Tsu	1969	8.0	11.0	21.0	26.0	 36.0	30.0	8.2	8.2	7.8				8.2	9.0	RUSSIA		RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE	  43.600	  147.900	50.0								2.0												2.0					('  43.600', '  147.900')
4034	8089		1969	9.0	14.0	14.0	46.0	 23.0		5.5		5.5					7.0	CHINA		CHINA:  XINJIANG PROVINCE	  39.700	   74.800	40.0								1.0	10.0	1.0										1.0	10.0	1.0			('  39.700', '   74.800')
4035	4495		1969	9.0	29.0	20.0	3.0	 32.8	33.0	6.3		6.3						SOUTH AFRICA		SOUTH AFRICA:  CAPE PROVINCE	 -32.900	   19.700	10.0	12.0	1.0					24.0	3.0					12.0	1.0					24.0	3.0					(' -32.900', '   19.700')
4036	4497		1969	10.0	1.0	5.0	5.0	    	43.0	6.2						6.2	11.0	PERU		PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA	 -11.700	  -75.100	160.0	150.0	3.0					5.0	2.0																	(' -11.700', '  -75.100')
4037	4502		1969	10.0	2.0	4.0	56.0	 46.5	10.0	4.8		4.8	5.2	5.6			8.0	USA	CA	CALIFORNIA:  SANTA ROSA	  38.467	 -122.692	150.0	1.0	1.0					8.35	3.0					1.0	1.0					8.35	3.0					('  38.467', ' -122.692')
4038	4504		1969	10.0	5.0	1.0	22.0	    	33.0	5.8						5.8		SOUTH AFRICA		SOUTH AFRICA:  TULBAGH	 -33.100	   19.600	10.0								2.0																	(' -33.100', '   19.600')
4039	4506		1969	10.0	26.0	15.0	36.0	    	33.0	6.0						6.0	8.0	BOSNIA-HERZEGOVINA		BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA	  44.900	   17.300	130.0	14.0	1.0					50.0	4.0																	('  44.900', '   17.300')
